#device_id,rssi_1,snr_1,rssi_2,snr_2,rssi_3,snr_3,spreading_factor,ts,lat,long,alt,rssi_mean,snr_mean,rssi_std,snr_std,rssi_diff12,rssi_diff13,rssi_diff23,snr_diff12,snr_diff13,snr_diff23,link_1,link_2,link_3,rssi_prod12,rssi_prod13,snr_prod12,snr_prod13,rssi_ratio12,rssi_ratio13,snr_ratio12,snr_ratio13,x,y,log_x,log_y
3,-112.9113847468607,5.155074786905753,-112.79380784409996,5.427158762138666,-118.63600649987096,-5.081274614042572,9.0,1575453170.957583,42.47080371174221,-9.00578997626394,30.9,-115.33333333333333,1.5,3.214550253664318,6.0654760736483,1.0,6.0,5.0,-0.40000000000000036,10.3,10.7,-108.2,-108.8,-124.5,12882.0,13447.0,24.96,-26.4,0.9912280701754386,0.9495798319327731,0.923076923076923,-0.8727272727272727,628.9909556487679,119.79349598325555,6.445705463169461,4.79408244285301
3,-118.81016967764306,-3.2858375359874374,-108.46330250567998,8.65183937469373,-118.91420329631298,-5.71590084115186,7.0,1575453178.558238,42.470791290494056,-9.005869501356932,30.5,-115.33333333333333,0.0,5.507570547286102,7.399324293474371,-9.0,1.0,10.0,-12.0,1.5,13.5,-121.5,-100.5,-124.0,12862.0,14042.0,-29.75,17.5,1.0825688073394495,0.9915966386554622,-0.4117647058823529,0.7,622.4608761135216,118.42045121265187,6.435286014335779,4.78265046947925
3,-118.26661896651503,-5.950633022907184,-115.15884228453442,3.294361095563956,-117.61380806293405,-13.78079313745533,11.0,1575453218.531008,42.471036890251284,-9.00591326789025,30.0,-116.66666666666667,-5.3999999999999995,4.041451884327381,8.850423718670196,-7.0,0.0,7.0,-9.0,8.7,17.7,-124.5,-108.5,-133.2,13328.0,14161.0,-19.25,78.1,1.0625,1.0,-1.5714285714285714,0.38732394366197187,618.8670551847724,145.5690483766766,6.42950502792502,4.987496637398064
3,-116.85844098597892,-9.412333406270486,-102.48424036171623,6.152499661037176,-118.414831209548,-12.16559504566585,11.0,1575453301.847274,42.47115768888867,-9.006084286977247,29.8,-113.0,-5.166666666666667,10.392304845413264,9.566782809980236,-18.0,0.0,18.0,-15.3,2.3000000000000007,17.6,-128.5,-95.2,-130.8,12019.0,14161.0,-55.1,112.10000000000001,1.1782178217821782,1.0,-1.6379310344827587,0.8050847457627118,604.8240883910918,158.92212975297028,6.406589660745979,5.074687007718338
3,-117.37102712183665,-13.66026835442864,-105.74063395221602,5.250745577942744,-117.27250237683582,-9.472971512419745,12.0,1575453450.577554,42.471989242686284,-9.007307475054066,28.2,-113.66666666666667,-5.933333333333334,7.505553499465136,9.91228194379747,-13.0,0.0,13.0,-19.0,-4.600000000000001,14.399999999999999,-131.8,-99.8,-127.2,12390.0,13924.0,-71.76,126.96,1.1238095238095238,1.0,-2.6538461538461537,1.5000000000000002,504.38389866230835,250.8420865415917,6.225318335844121,5.528802250382104
3,-118.43086517615517,-16.220272897695846,-95.05383346804554,8.85667198204237,-119.40648405258612,-8.491983028794666,12.0,1575453538.802543,42.472497645055086,-9.00724573157831,25.5,-110.33333333333333,-5.266666666666667,14.153915830374762,12.176343183950316,-25.0,-1.0,24.0,-23.7,-7.0,16.7,-134.5,-85.8,-126.5,11186.0,14042.0,-127.1,131.75,1.2659574468085106,1.0084745762711864,-1.8902439024390245,1.8235294117647058,509.45386830719616,307.040884388892,6.235300267815708,5.730232515686574
3,-120.87186738249846,-10.489595251363344,-105.80699612164098,9.809988633111892,-118.38448652284423,-8.262807462844957,11.0,1575453533.957551,42.47253892986362,-9.005561576804006,21.8,-114.0,-2.6666666666666665,7.810249675906654,10.152996273678689,-14.0,-1.0,13.0,-18.5,-2.0,16.5,-128.5,-96.0,-125.5,12495.0,14042.0,-85.5,71.25,1.1333333333333333,1.0084745762711864,-1.0555555555555556,1.2666666666666666,647.74562267389,311.6045071240002,6.475040687133851,5.744938836066417
3,-123.62871917274113,-5.214550557950927,-114.59905147401804,2.5846945538926773,-120.11783767623528,-11.281360510413984,9.0,1575453713.19712,42.47244907328405,-9.006938659645458,22.9,-117.66666666666667,-4.333333333333333,2.3094010767585034,6.911825615084146,-4.0,0.0,4.0,-7.6,6.2,13.8,-123.8,-112.2,-130.0,13685.0,14161.0,-13.44,52.8,1.0347826086956522,1.0,-1.7142857142857144,0.43636363636363634,534.668603294012,301.6717608182401,6.283515692421944,5.712648920688815
3,-118.0501441023124,-15.230221649607357,-116.5205495906072,-2.1265478924306116,-118.08006471511474,-15.685934246252403,12.0,1575453775.78352,42.47242290464116,-9.007141532222871,23.5,-117.33333333333333,-10.733333333333334,2.081665999466133,7.5639495855890875,-3.0,1.0,4.0,-13.2,-0.1999999999999993,13.0,-133.2,-117.0,-134.0,13570.0,14042.0,30.4,228.0,1.0260869565217392,0.9915966386554622,7.6,1.0133333333333332,518.0100365925663,298.7790790331843,6.25192322130755,5.703045800155441
3,-116.89034665854852,-3.141643690549233,-117.4665098857302,0.17039030114265796,-120.42761787284516,-9.108690857042381,9.0,1575454958.909491,42.47851175457443,-9.00863341918565,18.9,-118.0,-3.4333333333333336,1.0,4.523641600893392,-1.0,1.0,2.0,-2.2,6.5,8.7,-120.0,-116.8,-127.5,13806.0,14042.0,-0.4,17.0,1.0085470085470085,0.9915966386554622,-10.0,0.23529411764705882,395.5060550421569,971.840550656908,5.982691312186941,6.880220194817746
3,-122.19377169750446,-12.094956415597286,-113.5322571900857,0.7547827011744284,-116.44595749894454,-3.4739734209311086,8.0,1575455045.85851,42.47909841807174,-9.008619751480445,23.1,-117.0,-4.933333333333334,2.0,7.100234737903624,-4.0,-2.0,2.0,-13.8,-9.8,4.0,-131.8,-114.0,-120.0,13685.0,13923.0,-12.8,38.400000000000006,1.0347826086956522,1.017094017094017,-12.8,4.266666666666667,396.6283574336437,1036.6903336502135,5.985517793752349,6.944752689399891
3,-114.76743552112497,-1.9204164983960215,-105.94553830478635,11.648449725576077,-115.18671531479364,-2.6519728096195134,7.0,1575455132.083989,42.479090400732524,-9.008752948201602,21.5,-113.33333333333333,2.266666666666667,7.234178138070236,7.406978691297373,-12.0,1.0,13.0,-12.3,1.0,13.3,-118.5,-94.2,-120.5,12285.0,13806.0,-16.200000000000003,3.75,1.1142857142857143,0.9915254237288136,-0.13888888888888887,0.6,385.691115485528,1035.8040969729254,5.957626223137339,6.9438982771458795
3,-120.03684260451332,-4.96386493012708,-119.91180257959768,-9.948180995618145,-116.65183006282682,-3.8217801923587977,10.0,1575455180.378004,42.4788795666806,-9.0089619604605,19.2,-118.66666666666667,-6.033333333333334,0.5773502691896257,3.2807519463277526,0.0,-1.0,-1.0,5.300000000000001,-0.7000000000000002,-6.000000000000001,-123.5,-128.8,-121.8,14161.0,14042.0,44.1,17.099999999999998,1.0,1.0084745762711864,0.4591836734693877,1.1842105263157896,368.52839837180005,1012.4985008729013,5.912227593650936,6.921163486732501
3,-117.65600050113802,-11.756834824598545,-114.74266342386329,1.4514309893221087,-119.82507767565794,-5.934251180220151,8.0,1575455195.755505,42.478840877788215,-9.00878373227599,18.7,-116.66666666666667,-5.566666666666666,2.3094010767585034,6.757465007925186,-4.0,0.0,4.0,-13.5,-7.3,6.2,-130.5,-113.0,-123.2,13452.0,13924.0,-12.5,65.0,1.0350877192982457,1.0,-12.5,2.4038461538461537,383.1633290144372,1008.2218307090675,5.951067798133119,6.916934848230392
3,-118.39042027723883,-1.6573440160887465,-110.91611348680509,5.154756620701809,-112.6828202716265,2.682928091854953,11.0,1575455497.013205,42.47921627336144,-9.010677279264826,21.3,-113.33333333333333,2.066666666666667,3.511884584284246,3.55715241918776,-7.0,-4.0,3.0,-7.0,-4.6,2.4000000000000004,-118.8,-104.8,-110.2,12870.0,13221.0,-9.360000000000001,-5.04,1.0636363636363637,1.0353982300884956,-0.34615384615384615,-0.6428571428571429,227.67765806714016,1049.7180573730486,5.432313405251587,6.957229073587833
3,-119.41865674758999,-10.38139954088393,-107.53166793820533,7.8243163104389035,-111.64049460417424,0.8489323091376878,11.0,1575455505.078754,42.47937092392344,-9.010867078545674,21.2,-114.0,-0.6666666666666664,4.58257569495584,8.818919056966864,-9.0,-3.0,6.0,-17.4,-11.2,6.2,-128.2,-101.8,-114.0,12862.0,13570.0,-73.44,-10.2,1.0825688073394495,1.0260869565217392,-1.4166666666666665,-10.2,212.0925848146535,1066.8131304968272,5.361726741758904,6.973368032765933
3,-114.22194285098998,-1.000802563727875,-109.44326660382426,7.397107328089911,-113.9311852150186,2.786335732186748,10.0,1575455512.473773,42.47918429087938,-9.010793810710126,21.0,-112.0,2.566666666666667,3.605551275463989,4.781561809004808,-7.0,-2.0,5.0,-9.5,-5.7,3.8,-117.5,-101.0,-109.8,12420.0,12995.0,-17.5,-8.0,1.0648148148148149,1.0176991150442478,-0.35714285714285715,-0.78125,218.10885937039382,1046.1827138065241,5.389568681066428,6.953858707399214
3,-118.27055605105309,-11.565961504274119,-103.31630342724284,5.572273699174801,-118.96390953560058,-3.0868555264840527,11.0,1575455557.124095,42.478966261682864,-9.011011428559371,29.9,-113.66666666666667,-3.2000000000000006,7.571877794400366,8.40713982279348,-14.0,-2.0,12.0,-16.8,-9.0,7.8,-130.8,-100.0,-119.8,12495.0,13923.0,-59.0,33.04,1.1333333333333333,1.017094017094017,-2.3600000000000003,4.214285714285714,200.23950756690732,1022.0817664234821,5.304495778626024,6.930574690835243
3,-117.69436093264174,-4.836584930259301,-102.88714812683949,7.233560077441061,-113.15602676828883,-0.9307026507285008,10.0,1575455575.793432,42.47889609450258,-9.011070979203426,30.1,-112.0,0.5666666666666668,8.18535277187245,6.169548875998418,-16.0,-5.0,11.0,-12.2,-4.5,7.7,-124.0,-95.8,-114.5,12257.0,13566.0,-36.0,2.5,1.1553398058252426,1.043859649122807,-0.6944444444444444,10.0,195.34959889242668,1014.3254863150031,5.279896738202613,6.92296451624269
3,-120.03025569778814,-5.515784355358277,-102.74054200691842,13.255023248151605,-112.01607665445621,4.229018186811702,8.0,1575455591.229555,42.47897026309933,-9.010915367992716,30.7,-111.33333333333333,4.0,8.621678104251709,8.901685233707154,-17.0,-6.0,11.0,-17.8,-9.2,8.600000000000001,-124.0,-89.2,-108.8,12138.0,13447.0,-64.0,-21.0,1.1666666666666667,1.0530973451327434,-0.390625,-1.1904761904761905,208.12737184805727,1022.5240829994071,5.342943501014612,6.931006934867905
3,-122.0712202368687,-7.683501769492765,-113.54866154146308,3.263424468865555,-106.58857661217148,13.528213675990594,9.0,1575455599.007281,42.47856004862672,-9.010948620216514,35.2,-112.66666666666667,2.7999999999999994,7.767453465154029,9.606247966818263,-4.0,-15.0,-11.0,-10.2,-19.2,-9.0,-126.0,-111.8,-91.8,13685.0,12376.0,-22.400000000000002,-85.39999999999999,1.0347826086956522,1.1442307692307692,-2.1875,-0.5737704918032788,205.3969171204271,977.1789751972052,5.329801097063819,6.885692654516272
3,-103.0861907499086,4.388505364565781,-101.61374277441784,5.744272419498539,-102.76087312404373,6.224917388861369,12.0,1575455545.219477,42.47846214843045,-9.01073136546768,35.5,-105.66666666666667,5.333333333333333,2.081665999466133,0.4163331998932264,-1.0,3.0,4.0,-0.20000000000000018,-0.7999999999999998,-0.5999999999999996,-100.0,-98.8,-102.2,10920.0,11340.0,26.0,29.0,1.0096153846153846,0.9722222222222222,0.9615384615384615,0.8620689655172414,223.2364534973582,966.3570875019384,5.41270109107573,6.87456770081698
3,-115.02636898969324,-1.4254521575130137,-100.60274571469265,6.28409848690274,-118.85980640423644,-7.043618706977313,12.0,1575455554.879307,42.47850815753855,-9.010713040302816,35.59,-111.33333333333333,-0.6666666666666666,10.016652800877813,7.285830998131464,-15.0,4.0,19.0,-8.5,6.0,14.5,-116.5,-93.0,-126.5,11500.0,13685.0,-10.5,11.25,1.15,0.9663865546218487,-0.21428571428571427,0.2,224.74119595740896,971.4429343109489,5.419389192455366,6.879811394399125
3,-109.11916044759903,6.818799259163722,-115.56736280818063,0.9553369011990293,-117.20537315426895,-5.143605503819239,9.0,1575455553.457588,42.47834674069557,-9.010849519294549,41.9,-113.33333333333333,1.4333333333333336,4.725815626252608,6.258061467685767,7.0,9.0,2.0,5.7,12.5,6.8,-100.5,-113.2,-122.0,12420.0,12636.0,13.5,-37.5,0.9391304347826087,0.9230769230769231,4.166666666666667,-1.5,213.5344354571879,953.5999164881373,5.368470263745132,6.861292317088173
3,-104.99664888176842,7.933766754210668,-99.6894090987971,9.905458083933425,-116.32724219852207,-0.7107705902537764,8.0,1575455570.832137,42.4783687554013,-9.010952878784634,42.1,-107.33333333333333,5.833333333333333,8.736894948054106,6.898067362191625,-5.0,12.0,17.0,-2.5,10.5,13.0,-96.5,-89.0,-119.0,10500.0,12285.0,93.5,-17.0,1.05,0.8974358974358975,0.7727272727272727,-4.25,205.04723141134593,956.0334220592788,5.328105421205092,6.863838314625034
3,-93.5840100929135,10.548008159970943,-105.53190911847756,10.404338789572599,-114.25154217690647,1.8722001427176918,7.0,1575455578.117214,42.47828228708733,-9.010959015438672,43.0,-104.33333333333333,8.066666666666666,9.50438495292217,5.33041586870418,9.0,19.0,10.0,1.8000000000000007,10.0,8.2,-83.0,-93.8,-112.0,9880.0,10830.0,122.39999999999999,24.0,0.9134615384615384,0.8333333333333334,1.1764705882352942,6.0,204.54332959315195,946.4752146333944,5.325656861312349,6.853800777916172
3,-98.83957813701038,12.623597880289292,-103.61546635740291,11.90473257727339,-115.09095866338693,3.052319576834025,7.0,1575455585.713317,42.478252104992464,-9.010899972171662,43.2,-105.33333333333333,8.966666666666667,7.571877794400365,5.0063293272949325,2.0,14.0,12.0,0.6999999999999993,9.0,8.3,-87.8,-90.5,-110.8,10200.0,11400.0,140.29999999999998,39.04,0.9803921568627451,0.8771929824561403,1.0608695652173912,3.8124999999999996,209.3915757893462,943.138885866705,5.3489704410379515,6.850273280182498
3,-98.63426640656573,5.985989696359673,-102.34820800635639,5.424170161069879,-113.93011090317073,0.925436092813282,12.0,1575455725.918537,42.47815895835918,-9.010964362791762,45.2,-105.66666666666667,4.1000000000000005,8.621678104251709,2.6888659319497505,6.0,17.0,11.0,0.2999999999999998,4.8,4.5,-92.2,-98.5,-114.0,10192.0,11270.0,31.9,5.8,0.9423076923076923,0.8521739130434782,1.0545454545454545,5.8,204.1042399967972,932.8424570236054,5.323518337691555,6.839307748437928
3,-98.78193688353477,6.388583139850166,-105.35502649420368,4.237994231185477,-114.34643369136272,0.8963344689455475,12.0,1575455734.507408,42.478417692136176,-9.011142835594645,45.5,-106.33333333333333,3.6333333333333333,8.082903768654761,2.713546265191241,6.0,16.0,10.0,0.0,4.7,4.7,-93.8,-99.8,-114.5,10395.0,11385.0,27.040000000000003,2.6,0.9428571428571428,0.8608695652173913,1.0,10.4,189.44922289622545,961.4428887326612,5.249385612560423,6.869474728019816
3,-99.39231525822679,11.484687430381532,-106.23010619025021,9.473682527501241,-113.23703954620868,1.2274892976452596,9.0,1575455757.420525,42.47836845502827,-9.01074157930122,45.9,-107.0,7.166666666666667,8.0,5.484827557301444,8.0,16.0,8.0,2.5,10.5,8.0,-87.5,-98.0,-114.0,10593.0,11385.0,103.5,11.5,0.9252336448598131,0.8608695652173913,1.2777777777777777,11.5,222.39776041495261,956.0002188243948,5.408953861584638,6.863803620109558
3,-97.73822695003271,12.785029297229594,-103.45667158400269,10.216387093085284,-113.81181049123423,3.9019140827017984,8.0,1575455754.987108,42.47840847298662,-9.010959249421505,45.9,-106.0,8.5,7.54983443527075,4.444097208657794,6.0,15.0,9.0,2.0,8.5,6.5,-87.0,-95.0,-110.5,10395.0,11286.0,120.0,42.0,0.9428571428571428,0.868421052631579,1.2,3.4285714285714284,204.52411645610778,960.4238039409637,5.325563382068284,6.868415314817339
3,-102.48019815902059,5.926278636909412,-106.41079153706598,5.405716342266791,-116.64896498936317,-1.4584046979099823,11.0,1575455804.827485,42.47829199939618,-9.01087062181066,45.4,-107.66666666666667,3.1333333333333333,7.023769168568492,3.57957166897568,6.0,14.0,8.0,0.0,6.2,6.2,-95.8,-101.8,-116.0,10807.0,11615.0,27.040000000000003,-5.2,0.9439252336448598,0.8782608695652174,1.0,-5.2,211.80163511180058,947.5488132531392,5.360360441234024,6.854933251680951
3,-97.71452739898561,6.927276045238411,-106.65747487760757,6.2008973805429175,-117.80834397593603,0.12233686678438738,10.0,1575455813.511128,42.47834036146329,-9.010971190991667,45.4,-106.66666666666667,4.5,8.504900548115383,3.5341194094144583,9.0,17.0,8.0,1.4000000000000004,6.7,5.3,-90.8,-101.2,-114.5,10486.0,11270.0,41.76,3.6,0.9158878504672897,0.8521739130434782,1.2413793103448276,14.4,203.54355296356226,952.8947561516882,5.320780925734297,6.860553346863474
3,-100.19393894061498,10.316630004203343,-108.52767447617975,8.822639747577396,-112.29576579386622,0.9020254929638747,10.0,1575455821.823339,42.47829153303487,-9.010956881359187,45.5,-107.0,6.333333333333333,8.0,5.107184482014854,8.0,16.0,8.0,1.5,9.5,8.0,-89.0,-98.5,-114.5,10593.0,11385.0,85.0,5.0,0.9252336448598131,0.8608695652173913,1.1764705882352942,20.0,204.71856621660277,947.4972616742739,5.326509051295624,6.854878902364337
3,-95.67752822380622,12.349935663203771,-105.85331181463935,8.541159934546272,-116.05215246829125,0.5911068380298516,9.0,1575455829.190501,42.4781529736807,-9.01109431942192,45.5,-106.0,7.166666666666667,8.54400374531753,6.31057313826037,7.0,17.0,10.0,3.6999999999999993,12.3,8.600000000000001,-85.5,-96.2,-114.8,10290.0,11270.0,110.00000000000001,2.5,0.9333333333333333,0.8521739130434782,1.4204545454545454,62.5,193.43305309029864,932.1809106643394,5.270087903758189,6.8385990841561615
3,-95.88420894648728,14.106177007497362,-106.46347253764102,11.293382523387471,-115.41813278028229,3.952687514724838,9.0,1575455835.752837,42.47830791801543,-9.010990755939652,42.0,-106.0,9.5,7.54983443527075,5.467174773134658,6.0,15.0,9.0,3.3999999999999986,10.7,7.300000000000001,-84.8,-94.2,-110.5,10395.0,11286.0,153.36,49.699999999999996,0.9428571428571428,0.868421052631579,1.3148148148148147,4.057142857142857,201.93700763752838,949.3084574255606,5.312895623682251,6.856786623920444
3,-99.9595479316576,12.07964380963991,-115.44232919567217,5.093664253641161,-114.29936701712847,1.1547549130924235,7.0,1575455844.318539,42.47832278108698,-9.010936552701608,42.0,-110.0,5.933333333333334,9.643650760992955,6.079747801786957,15.0,18.0,3.0,7.7,12.0,4.3,-86.5,-109.2,-116.5,11286.0,11583.0,60.0,6.25,0.868421052631579,0.8461538461538461,2.604166666666667,25.0,206.38782237011017,950.9514213545464,5.334590578401923,6.858514005500472
3,-94.4655601988916,7.107949052219393,-112.5657241707674,2.514467474840535,-120.27548700578598,-4.763212963446172,12.0,1575455884.353019,42.478235305041814,-9.010986912251827,41.5,-108.33333333333333,1.7333333333333332,12.662279942148386,6.512551983157857,19.0,24.0,5.0,5.8,13.0,7.2,-86.0,-110.8,-123.0,10622.0,11092.0,17.6,-40.0,0.831858407079646,0.7966101694915254,3.6363636363636362,-1.6,202.25262609531794,941.281819321834,5.31444966886262,6.848304401088168
3,-92.67434541954039,8.111990686581821,-116.64971459552235,-1.1771838232064509,-114.3393037993903,-1.4556428854669226,11.0,1575455893.573547,42.47829669004335,-9.010997114281674,42.8,-108.0,1.9333333333333333,13.892443989449804,5.2548390397169475,25.0,23.0,-2.0,9.0,9.2,0.19999999999999996,-84.0,-118.0,-116.2,10764.0,10580.0,-8.0,-9.6,0.7863247863247863,0.8,-8.0,-6.666666666666667,201.41490225477395,948.0673173917297,5.310319562443899,6.8554797311750075
3,-94.12224665121126,10.394433170224529,-107.99196803838176,5.871262430426964,-114.14000795817226,2.1389417312804504,9.0,1575455901.54171,42.478231716835175,-9.011327238669011,42.8,-106.0,6.266666666666667,9.643650760992955,3.906831623366092,15.0,18.0,3.0,5.0,7.7,2.7,-84.5,-104.5,-110.2,10450.0,10735.0,57.75,29.4,0.8636363636363636,0.8407079646017699,1.9090909090909092,3.7500000000000004,174.30725076056112,940.885178960016,5.166540153082992,6.847883376446468
3,-97.25942433052393,11.7162831119708,-112.92825198330519,2.67408167479917,-116.7037586427475,-4.767675972568051,9.0,1575455909.459588,42.47827126436635,-9.011043628720634,42.5,-109.33333333333333,3.0333333333333337,12.503332889007368,8.352444751887518,20.0,23.0,3.0,8.7,16.7,8.0,-83.5,-112.2,-123.2,10925.0,11210.0,32.199999999999996,-59.800000000000004,0.8260869565217391,0.8050847457627118,4.107142857142858,-2.2115384615384617,197.59544132082894,945.2567630559249,5.291269797273247,6.852513951945061
3,-95.00533019171742,14.973653042997668,-114.12907527083948,2.1958832389103495,-113.91484833156588,1.1947591998226532,8.0,1575455915.859047,42.478477237054896,-9.011149854078491,42.5,-108.33333333333333,5.933333333333334,11.718930554164631,7.467485074195551,18.0,22.0,4.0,12.0,13.7,1.7,-80.5,-110.5,-116.2,10735.0,11115.0,36.25,11.600000000000001,0.8407079646017699,0.811965811965812,5.8,18.125,188.87291099258175,968.0249840479896,5.246354958841362,6.87629039488964
3,-90.33508871677469,12.697175070554229,-115.59397530305131,-3.9620343965380735,-116.7073171901638,-1.0270672876873101,7.0,1575455924.439904,42.47810906922528,-9.011048238188534,42.4,-108.66666666666667,2.2666666666666666,12.741009902410928,9.014617758581522,21.0,23.0,2.0,17.0,13.7,-3.3,-81.5,-119.5,-118.2,10810.0,10998.0,-56.25,-15.0,0.8173913043478261,0.8034188034188035,-2.7777777777777777,-10.416666666666668,197.21694202111402,927.327712162542,5.2893620976630835,6.833384808553802
3,-117.9726460752641,-9.464935118073681,-106.75730220892068,5.12290416121074,-116.7547749673876,1.2235316558662757,12.0,1575455954.193125,42.478339063735234,-9.010896450325884,42.4,-114.0,-0.933333333333333,5.5677643628300215,7.433258594542055,-11.0,-4.0,7.0,-14.399999999999999,-10.399999999999999,4.0,-128.2,-102.8,-113.8,12852.0,13685.0,-47.839999999999996,-11.04,1.1018518518518519,1.0347826086956522,-1.769230769230769,-7.666666666666666,209.6807666872123,952.7513052925111,5.350344033716277,6.8604029511875195
3,-104.0993448500223,7.7791767116158725,-103.36730407167391,8.552940714752706,-117.5314841676683,-14.098830491395622,12.0,1575455972.798799,42.47840876691919,-9.010879257673338,42.5,-107.33333333333333,1.1666666666666667,10.115993936995679,12.962381468439096,-1.0,17.0,18.0,-0.3000000000000007,22.3,22.6,-93.5,-92.2,-132.8,10302.0,12138.0,74.80000000000001,-117.30000000000001,1.00990099009901,0.8571428571428571,0.9659090909090908,-0.6159420289855072,211.09251465663226,960.4562952467428,5.357022569371412,6.868449109234158
3,-109.75894579878165,5.456539536840378,-98.01826869394907,9.998989021833962,-119.04223953572685,-5.459826563360932,9.0,1575455988.055029,42.47805518021743,-9.011099137158007,42.0,-109.0,3.133333333333333,9.539392014169456,8.161699169494876,-11.0,8.0,19.0,-5.199999999999999,10.8,16.0,-105.0,-88.8,-123.8,10890.0,12980.0,51.0,-29.0,1.1111111111111112,0.9322033898305084,0.4901960784313726,-0.8620689655172414,193.03745217180352,921.3708212346219,5.268051192863083,6.826947334927419
3,-107.63520454872705,7.690007346032087,-101.54902759627343,11.628654842846545,-115.12472509190997,4.430553549797439,8.0,1575455995.581998,42.47823955431947,-9.010880645048227,42.0,-106.0,7.733333333333333,7.54983443527075,3.722006627255429,-9.0,6.0,15.0,-3.0,4.3999999999999995,7.3999999999999995,-98.8,-86.8,-109.2,10486.0,12091.0,91.83999999999999,31.159999999999997,1.0918367346938775,0.9469026548672567,0.7321428571428571,2.1578947368421053,210.97859252176858,941.7515344742189,5.3564852909024205,6.848802763794759
3,-105.96324473499087,10.172579670981433,-114.57724775614533,3.950076480388824,-115.94385356314163,-0.4655452901462214,8.0,1575455003.141877,42.47828138112214,-9.011030995842798,42.2,-112.33333333333333,4.533333333333334,6.429100507328636,5.139390365922143,10.0,12.0,2.0,6.2,10.2,4.0,-95.0,-111.2,-117.2,12075.0,12285.0,38.0,-2.0,0.9130434782608695,0.8974358974358975,2.6315789473684212,-50.0,198.63277046967463,946.3750692408032,5.296479531110979,6.853695075219197
3,-110.94056336075155,-1.7749969282331661,-102.38542725105934,5.882842644650534,-110.46961746955063,4.777852536580921,10.0,1575455051.800858,42.47849918430694,-9.010854697289005,33.5,-109.0,2.8666666666666667,5.5677643628300215,4.406056437828882,-11.0,-7.0,4.0,-8.0,-7.2,0.7999999999999998,-117.2,-98.2,-103.0,11960.0,12420.0,-12.76,-11.0,1.1057692307692308,1.0648148148148149,-0.37931034482758624,-0.44000000000000006,213.10925248208935,970.4510332889539,5.3664864103652254,6.878790864344898
3,-109.85571448220924,5.591255962506884,-93.75823031322278,13.127522495167144,-118.33802420940245,0.8191506666935267,10.0,1575455059.871478,42.47837737257513,-9.01099331431293,33.09,-107.0,6.6000000000000005,10.583005244258363,5.768882040742383,-16.0,4.0,20.0,-8.0,3.2,11.2,-106.0,-82.0,-113.2,10545.0,12765.0,65.0,9.0,1.168421052631579,0.9652173913043478,0.38461538461538464,2.7777777777777777,201.72693078805167,956.9859644547961,5.311859904958662,6.864833126981276
3,-106.66696604013805,8.31203278264345,-97.95070818851741,13.17232125028271,-102.90839189179314,11.014306718150522,8.0,1575455057.239785,42.478598555948146,-9.010912701079109,32.5,-103.0,11.1,5.5677643628300215,2.264950330581225,-11.0,-4.0,7.0,-4.5,-1.8000000000000007,2.6999999999999993,-99.0,-83.5,-93.2,10476.0,11232.0,121.5,97.2,1.1134020618556701,1.0384615384615385,0.6666666666666666,0.8333333333333333,208.3463613181006,981.4355745078029,5.343990111459557,6.890034768573364
3,-117.92485359600003,1.1272083586054842,-95.46439202645857,12.38882171028431,-110.03088536376812,5.572388306860441,8.0,1575455074.802418,42.47860751489263,-9.011040912568724,30.2,-106.33333333333333,5.8999999999999995,10.016652800877813,5.910160742314882,-19.0,-4.0,15.0,-11.8,-5.3,6.5,-113.8,-83.0,-104.5,10830.0,12540.0,2.4000000000000004,1.1,1.2,1.0363636363636364,0.016666666666666666,0.03636363636363637,197.81847391761713,982.4258962310698,5.292392217056005,6.89104228799605
3,-102.33997880031026,8.749636737265059,-98.04651719997018,11.205383666713317,-106.80922444334385,7.558695013871836,7.0,1575455082.59072,42.47839939603828,-9.011419442153185,25.5,-103.33333333333333,9.266666666666667,4.725815626252608,1.7473789896108205,-7.0,2.0,9.0,-2.3999999999999986,1.0000000000000009,3.3999999999999995,-96.2,-86.8,-99.2,10290.0,11235.0,98.56,68.64,1.0714285714285714,0.9813084112149533,0.7857142857142858,1.1282051282051284,166.73610481858495,959.4204380709124,5.12239193974488,6.867371144910869
3,-106.37912332723047,4.961131765581058,-100.69669965084431,5.754725565996661,-103.58275538212332,5.364110109898789,12.0,1575455122.290828,42.47863563247394,-9.01161327649895,25.5,-104.0,5.266666666666667,1.0,0.5033222956847166,-2.0,-1.0,1.0,-1.0,-0.40000000000000036,0.5999999999999996,-100.2,-97.2,-98.8,10815.0,10920.0,27.84,24.96,1.0194174757281553,1.0096153846153846,0.8275862068965517,0.923076923076923,150.81969847554734,985.5340136689232,5.022693622521226,6.894197804005555
3,-98.9050252708775,8.485042166876816,-110.70621389469922,5.041455046671021,-106.7897911977981,5.399484153136874,11.0,1575455130.955935,42.47842602411901,-9.011077360883865,25.2,-106.0,6.266666666666667,5.5677643628300215,1.361371857110809,11.0,7.0,-4.0,2.0,2.5999999999999996,0.5999999999999996,-92.2,-105.2,-101.8,11100.0,10700.0,45.239999999999995,40.56,0.9009009009009009,0.9345794392523364,1.3448275862068966,1.5,194.82557711176247,962.3639061150711,5.277224350328048,6.870431228386408
